name,place_id,address,suburb,postcode,state,lat,lng,phone,website,google_maps_url,rating,user_ratings_total,price_level,opening_hours,types,opening_year,opening_month,first_review_date,independent_flag,pos_hint,notes
Craft Coffee Cafe,ChIJe5RIljLPsGoRVH2glHs_S_M,"Shop 1C, Home Shopping Centre, 140-150 Railway Terrace, Mile End SA 5031, Australia",Mile End,5031,SA,-34.9344477,138.5744924,0435 595 031,https://craftcoffeecafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJe5RIljLPsGoRVH2glHs_S_M,3.7,206.0,2.0,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest",2025.0,4.0,2025-04-01 13:31:24,Unknown,Unknown,
Funk Coffee,ChIJyzMRi6fFsGoRkmMbvbJapr8,"2 Graham St, Adelaide Airport SA 5950, Australia",Adelaide Airport,5950,SA,-34.934661,138.5413064,(08) 8355 9564,http://funkcoffeefood.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJyzMRi6fFsGoRkmMbvbJapr8,4.2,62.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest",2025.0,1.0,2025-01-12 09:14:59,Unknown,Unknown,
"Hello, Stranger",ChIJVybQx-PPsGoRWTHNdL9GVRU,"31 Gilbert St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9344669,138.599261,0452 084 588,http://www.hellostrangercafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJVybQx-PPsGoRWTHNdL9GVRU,4.7,409.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,8.0,2025-08-31 00:06:20,Unknown,Unknown,
Book and Bean Coffee Corner,ChIJAQBc9o3EsGoRQZnAEzHvrlA,"330/352 Seaview Rd, Henley Beach SA 5022, Australia",Henley Beach,5022,SA,-34.9186392,138.4946887,0403 651 620,https://m.facebook.com/Book-Bean-Pop-up-1848311112132783/,https://www.google.com/maps/place/?q=place_id:ChIJAQBc9o3EsGoRQZnAEzHvrlA,4.7,63.0,,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 4:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2023.0,9.0,2023-09-19 13:27:14,Unknown,Unknown,
Mediterranean Cafe Ristorante,ChIJM9rQGgLbsGoRGuuyJwtWEUs,"2/72 Broadway, Glenelg South SA 5045, Australia",Glenelg South,5045,SA,-34.9883324,138.5180574,(08) 8295 8333,http://www.mediterraneanristorante.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJM9rQGgLbsGoRGuuyJwtWEUs,4.6,1344.0,2.0,Monday: 7:30 AM – 8:00 PM | Tuesday: 7:30 AM – 8:00 PM | Wednesday: 7:30 AM – 8:00 PM | Thursday: 7:30 AM – 8:00 PM | Friday: 7:30 AM – 8:30 PM | Saturday: 7:30 AM – 8:30 PM | Sunday: 7:30 AM – 8:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,9.0,2025-09-25 12:22:25,Unknown,Unknown,
The Library Café at the State Library of SA,ChIJ2VrsZmrPsGoRZUohrGxDEDE,"North Terrace, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9204797,138.602393,(08) 7424 6200,https://www.slsa.sa.gov.au/cafe-and-tenants,https://www.google.com/maps/place/?q=place_id:ChIJ2VrsZmrPsGoRZUohrGxDEDE,4.4,74.0,,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 12:00 – 4:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2022.0,6.0,2022-06-28 06:42:25,Unknown,Unknown,
Kafe 258,ChIJaVzyhRrEsGoRyyHpjwXT-Co,"Shop 258/111 W Lakes Blvd, West Lakes SA 5021, Australia",West Lakes,5021,SA,-34.8808871,138.4908423,(08) 7001 6551,,https://www.google.com/maps/place/?q=place_id:ChIJaVzyhRrEsGoRyyHpjwXT-Co,4.3,176.0,,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 9:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,8.0,2025-08-21 05:07:43,Unknown,Unknown,
Third Time Lucky,ChIJz92ucgjFsGoR1eHpbPhECSE,"4/436 Henley Beach Rd, Lockleys SA 5032, Australia",Lockleys,5032,SA,-34.9259488,138.5295839,,https://www.facebook.com/Third-Time-Lucky-Coffee/,https://www.google.com/maps/place/?q=place_id:ChIJz92ucgjFsGoR1eHpbPhECSE,4.6,338.0,2.0,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: 8:00 AM – 1:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2025.0,6.0,2025-06-04 08:41:34,Unknown,Unknown,
Café Troppo,ChIJBX-a5yHPsGoRixoSxd7G3Ck,"42 Whitmore Square, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9333122,138.59512,(08) 8211 8812,https://cafetroppoadelaide.com/,https://www.google.com/maps/place/?q=place_id:ChIJBX-a5yHPsGoRixoSxd7G3Ck,4.5,974.0,2.0,Monday: 7:30 AM – 3:00 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 3:00 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: 7:30 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,8.0,2025-08-18 17:03:30,Unknown,Unknown,
Sisterhood Cafe,ChIJax7hirLbsGoRVNU5KrdZEAA,"4/255 Brighton Rd, Somerton Park SA 5044, Australia",Somerton Park,5044,SA,-34.9983581,138.5213572,0424 040 895,https://www.instagram.com/neighbourhood.sp?igsh=MW5yanB2NXB1Ynlr&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJax7hirLbsGoRVNU5KrdZEAA,4.3,34.0,,Monday: 8:00 AM – 2:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 9:00 AM – 12:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2023.0,5.0,2023-05-28 02:33:52,Unknown,Unknown,
Fracesco Totino Cafe,ChIJ1U-kn_rFsGoR0JXhKm3PZkc,"7 Kelly Ave, Seaton SA 5023, Australia",Seaton,5023,SA,-34.8844815,138.5148386,(08) 8409 1500,http://sainthilarion.asn.au/,https://www.google.com/maps/place/?q=place_id:ChIJ1U-kn_rFsGoR0JXhKm3PZkc,5.0,1.0,,Monday: 9:00 AM – 3:00 PM | Tuesday: 9:00 AM – 3:00 PM | Wednesday: 9:00 AM – 3:00 PM | Thursday: 9:00 AM – 3:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2018.0,11.0,2018-11-11 13:24:09,Unknown,Unknown,
Caffe Primo,ChIJkUbx8o21sGoRl3VF-T2qVDE,"976 North East Road, Modbury SA 5092, Australia",Modbury,5092,SA,-34.8314066,138.6898086,(08) 8395 9999,http://www.caffeprimo.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJkUbx8o21sGoRl3VF-T2qVDE,3.9,950.0,2.0,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:30 PM | Friday: 9:00 AM – 9:30 PM | Saturday: 9:00 AM – 9:30 PM | Sunday: 9:00 AM – 9:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2024.0,10.0,2024-10-17 10:16:34,Unknown,Unknown,
Feeling Hungry Cafe,ChIJ0XdSV2jasGoRfTKEkDA5nrM,"Suite 5/455 Morphett Rd, Oaklands Park SA 5046, Australia",Oaklands Park,5046,SA,-35.0139653,138.5410395,(08) 8296 2636,,https://www.google.com/maps/place/?q=place_id:ChIJ0XdSV2jasGoRfTKEkDA5nrM,4.8,57.0,,Monday: 8:00 AM – 2:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 8:00 – 11:00 AM | Sunday: Closed,"bakery, cafe, establishment, food, point_of_interest, store",2018.0,6.0,2018-06-28 00:56:11,Unknown,Unknown,
Funk Coffee+Food,ChIJ4bTq9GTQsGoRqfn2dK0fnow,"1284 South Rd, Tonsley SA 5042, Australia",Tonsley,5042,SA,-35.0096559,138.5710072,(08) 8374 2882,,https://www.google.com/maps/place/?q=place_id:ChIJ4bTq9GTQsGoRqfn2dK0fnow,4.4,55.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,4.0,2025-04-07 02:33:14,Unknown,Unknown,
Omnivore cafe,ChIJM_iZyjPRsGoRDBGTQhlTnXo,"AU South Australia, 93 Railway Terrace, Ascot Park SA 5043, Australia",Ascot Park,5043,SA,-34.9870709,138.5644057,(08) 7226 8582,,https://www.google.com/maps/place/?q=place_id:ChIJM_iZyjPRsGoRDBGTQhlTnXo,4.3,353.0,,Monday: 8:00 AM – 2:00 PM | Tuesday: Closed | Wednesday: 7:30 AM – 2:00 PM | Thursday: 7:30 AM – 2:30 PM | Friday: 7:30 AM – 2:30 PM | Saturday: 8:00 AM – 2:30 PM | Sunday: 8:00 AM – 2:30 PM,"cafe, establishment, food, point_of_interest",2024.0,9.0,2024-09-15 12:23:32,Unknown,Unknown,
The Nest Espresso Bar + Kitchen,ChIJP43kvcHPsGoR9b4mK1Z39eE,"77 George St, Thebarton SA 5031, Australia",Thebarton,5031,SA,-34.9190705,138.5732626,,https://www.thenestespressobar.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJP43kvcHPsGoR9b4mK1Z39eE,4.6,190.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2023.0,6.0,2023-06-09 11:11:15,Unknown,Unknown,
Koffee Ink,ChIJAQBw0CrPsGoR4VHfXMRyrx0,"War Memorial Dr, North Adelaide SA 5006, Australia",North Adelaide,5006,SA,-34.9167077,138.596973,(08) 8331 5210,http://www.adelaideoval.com.au/14153/koffee-ink-cafe.aspx,https://www.google.com/maps/place/?q=place_id:ChIJAQBw0CrPsGoR4VHfXMRyrx0,4.2,251.0,2.0,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,"bakery, cafe, establishment, food, point_of_interest, restaurant, store",2022.0,3.0,2022-03-02 23:31:07,Unknown,Unknown,
Coffee Crowd,ChIJUTFHbtTOsGoRmGfRstJ3XJI,"Adelaide Central Plaza Lower Ground Level, Shop 25, Adelaide Central plaza, 25/100 Rundle Mall, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9222096,138.6031674,,http://www.adelaidecentralplaza.com.au/stores/coffee-crowd,https://www.google.com/maps/place/?q=place_id:ChIJUTFHbtTOsGoRmGfRstJ3XJI,3.8,165.0,2.0,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 6:00 PM | Saturday: 7:30 AM – 4:30 PM | Sunday: 10:30 AM – 4:30 PM,"cafe, establishment, food, point_of_interest",2025.0,7.0,2025-07-04 12:40:32,Unknown,Unknown,
Sunny Side Up Cafe,ChIJt3PdkvfasGoR_McnhO86yEc,"69 Oaklands Rd, Somerton Park SA 5044, Australia",Somerton Park,5044,SA,-34.9968455,138.5294977,(08) 8294 1035,https://sunnysideupcafe.net.au/,https://www.google.com/maps/place/?q=place_id:ChIJt3PdkvfasGoR_McnhO86yEc,4.6,96.0,1.0,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, meal_takeaway, point_of_interest, restaurant, store",2025.0,5.0,2025-05-28 23:19:15,Unknown,Unknown,
Novar Espresso Cafe,ChIJ18-I-8rasGoRVB8CSRin5TI,"122 Morphett Rd, Novar Gardens SA 5040, Australia",Novar Gardens,5040,SA,-34.9663186,138.5363849,(08) 8294 9555,,https://www.google.com/maps/place/?q=place_id:ChIJ18-I-8rasGoRVB8CSRin5TI,4.6,51.0,,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 1:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2022.0,2.0,2022-02-23 09:02:26,Unknown,Unknown,
FIX. Specialty Coffee,ChIJ9fKOAz_JsGoRncnIbTeeKyU,"27 Torrens St, College Park SA 5069, Australia",College Park,5069,SA,-34.9086886,138.6164559,,https://www.facebook.com/fix.specialtycoffee/,https://www.google.com/maps/place/?q=place_id:ChIJ9fKOAz_JsGoRncnIbTeeKyU,4.6,416.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,6.0,2025-06-08 02:20:42,Unknown,Unknown,
First Things First Coffee,ChIJ8wq7hLXJsGoRlWGm7ZMbWWk,"373 Main N Rd, Enfield SA 5085, Australia",Enfield,5085,SA,-34.8637912,138.6016577,(08) 8260 6240,https://www.firstthingsfirstcoffee.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ8wq7hLXJsGoRlWGm7ZMbWWk,4.5,605.0,1.0,Monday: 5:30 AM – 4:00 PM | Tuesday: 5:30 AM – 4:00 PM | Wednesday: 5:30 AM – 4:00 PM | Thursday: 5:30 AM – 4:00 PM | Friday: 5:30 AM – 4:00 PM | Saturday: 5:30 AM – 4:00 PM | Sunday: 7:30 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,9.0,2025-09-01 01:55:23,Unknown,Unknown,
Utzi Glenelg,ChIJTy4z12zbsGoRBYvbHQoDZ-8,"Shop 24/219 Jetty St, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.9792819,138.5195829,(08) 8376 7858,,https://www.google.com/maps/place/?q=place_id:ChIJTy4z12zbsGoRBYvbHQoDZ-8,4.1,32.0,,Monday: 6:00 AM – 3:30 PM | Tuesday: 6:00 AM – 3:30 PM | Wednesday: 6:00 AM – 3:30 PM | Thursday: 6:00 AM – 3:30 PM | Friday: 6:00 AM – 3:30 PM | Saturday: 6:00 AM – 3:30 PM | Sunday: 8:00 AM – 2:30 PM,"cafe, establishment, food, point_of_interest, store",2024.0,2.0,2024-02-22 02:25:16,Unknown,Unknown,
Incognito Cafe,ChIJQ3HS9cvFsGoRubhLiDFuYPM,"Shop 1/272 Anzac Hwy, Plympton SA 5038, Australia",Plympton,5038,SA,-34.9632873,138.5565855,0410 228 290,https://www.incognitocafe.com.au/bookatable,https://www.google.com/maps/place/?q=place_id:ChIJQ3HS9cvFsGoRubhLiDFuYPM,4.8,390.0,2.0,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,1.0,2025-01-15 11:09:11,Unknown,Unknown,
Biga Café,ChIJ-zvx9MXOsGoRrLNTEwJpB84,"200 Hutt St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9321196,138.612608,(08) 8232 8880,http://www.facebook.com/BigaCafe,https://www.google.com/maps/place/?q=place_id:ChIJ-zvx9MXOsGoRrLNTEwJpB84,4.4,395.0,2.0,Monday: 6:00 AM – 2:00 PM | Tuesday: 6:00 AM – 2:00 PM | Wednesday: 6:00 AM – 2:00 PM | Thursday: 6:00 AM – 2:00 PM | Friday: 6:00 AM – 2:00 PM | Saturday: 6:00 AM – 2:00 PM | Sunday: 6:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,1.0,2024-01-13 23:39:36,Unknown,Unknown,
Loveon Cafe,ChIJ4Vl0eegWNQARhM2gTHeZPtM,"39 Gladstone Rd, Mile End SA 5031, Australia",Mile End,5031,SA,-34.9263548,138.574462,(08) 8234 5935,http://www.loveoncafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ4Vl0eegWNQARhM2gTHeZPtM,4.6,1070.0,2.0,Monday: 6:30 AM – 2:30 PM | Tuesday: Closed | Wednesday: 6:30 AM – 2:30 PM | Thursday: 6:30 AM – 2:30 PM | Friday: 6:30 AM – 2:30 PM | Saturday: 6:30 AM – 2:30 PM | Sunday: 6:30 AM – 2:30 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,9.0,2025-09-11 01:34:14,Unknown,Unknown,
Grange Jetty Cafe,ChIJFR_Q-GTEsGoRMu_CUfg3iBk,"487 Esplanade, Grange SA 5022, Australia",Grange,5022,SA,-34.9027481,138.4891997,(08) 8235 0822,http://grangejettycafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJFR_Q-GTEsGoRMu_CUfg3iBk,4.3,2100.0,2.0,Monday: 7:30 AM – 9:00 PM | Tuesday: 7:30 AM – 9:00 PM | Wednesday: 7:30 AM – 9:00 PM | Thursday: 7:30 AM – 9:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 7:30 AM – 10:00 PM | Sunday: 7:30 AM – 9:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2025.0,12.0,2025-12-09 05:12:06,Unknown,Unknown,
Joe's Henley Beach,ChIJ38Hq0JPEsGoRrqGLllkY98c,"Esplanade, Henley Beach SA 5022, Australia",Henley Beach,5022,SA,-34.9221712,138.4941177,(08) 8235 0111,http://www.joeshenley.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ38Hq0JPEsGoRrqGLllkY98c,4.4,1389.0,2.0,Monday: 6:30 AM – 3:00 PM | Tuesday: 6:30 AM – 3:00 PM | Wednesday: 6:30 AM – 3:00 PM | Thursday: 6:30 AM – 3:00 PM | Friday: 6:30 AM – 3:00 PM | Saturday: 6:30 AM – 3:00 PM | Sunday: 6:30 AM – 3:00 PM,"bar, cafe, establishment, food, point_of_interest, restaurant",2025.0,10.0,2025-10-22 22:49:18,Unknown,Unknown,
Nauti Buoy,ChIJwcYGfGPFsGoRCNx36AiBgoY,"1 Henley Beach Rd, Henley Beach South SA 5022, Australia",Henley Beach South,5022,SA,-34.9257393,138.4962139,0401 548 866,https://nauti-buoy.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJwcYGfGPFsGoRCNx36AiBgoY,4.4,394.0,2.0,"Monday: Closed | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 3:00 PM, 5:00 – 9:30 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM","bar, cafe, establishment, food, point_of_interest",2025.0,10.0,2025-10-10 07:52:27,Unknown,Unknown,
Miss 5048 Cafe,ChIJrcsTckzasGoRWtCkFm_HatY,"Shop 1 349/347 Brighton Rd, Hove SA 5048, Australia",Hove,5048,SA,-35.008645,138.521913,0421 141 100,http://www.miss5048.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJrcsTckzasGoRWtCkFm_HatY,4.7,246.0,1.0,Monday: 6:30 AM – 2:30 PM | Tuesday: 6:30 AM – 2:30 PM | Wednesday: 6:30 AM – 2:30 PM | Thursday: 6:30 AM – 2:30 PM | Friday: 6:30 AM – 2:30 PM | Saturday: 7:00 AM – 12:00 PM | Sunday: 8:00 AM – 1:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,4.0,2024-04-21 03:00:06,Unknown,Unknown,
Oreo Café,ChIJR5TOV8bFsGoRGTLuL4D544E,"Findon Shopping Centre, Shop 35/303 Grange Rd, Findon SA 5023, Australia",Findon,5023,SA,-34.9050008,138.5307771,(08) 8353 1902,,https://www.google.com/maps/place/?q=place_id:ChIJR5TOV8bFsGoRGTLuL4D544E,4.2,132.0,,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: 8:30 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2022.0,2.0,2022-02-22 01:10:52,Unknown,Unknown,
Luma Coffee Club,ChIJ1SImbgDFsGoRL5qxB-Ofgc8,"60-62 Mitton Ave, Henley Beach SA 5022, Australia",Henley Beach,5022,SA,-34.9088677,138.5045484,,http://www.lumacoffeeclub.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ1SImbgDFsGoRL5qxB-Ofgc8,4.5,92.0,,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 7:00 AM – 1:00 PM | Sunday: 7:30 AM – 1:00 PM,"cafe, establishment, food, point_of_interest, store",2024.0,8.0,2024-08-04 06:21:32,Unknown,Unknown,
coffee by the beans,ChIJ6zzfpKDFsGoRc08yfUks80I,"394 Henley Beach Rd, Lockleys SA 5032, Australia",Lockleys,5032,SA,-34.9265289,138.5346484,(08) 8443 4007,http://cbtb.coffee/,https://www.google.com/maps/place/?q=place_id:ChIJ6zzfpKDFsGoRc08yfUks80I,4.6,494.0,1.0,Monday: Closed | Tuesday: 6:30 AM – 12:30 PM | Wednesday: 6:30 AM – 12:30 PM | Thursday: 6:30 AM – 12:30 PM | Friday: 6:30 AM – 12:30 PM | Saturday: 7:30 AM – 12:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2023.0,9.0,2023-09-14 08:33:14,Unknown,Unknown,
Bricks & Stones Cafe,ChIJt-dN9vrOsGoRMwkt2tPpcwM,"190C Unley Rd, Unley SA 5061, Australia",Unley,5061,SA,-34.950117,138.607081,(08) 7225 2757,http://www.bricksandstones.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJt-dN9vrOsGoRMwkt2tPpcwM,4.5,684.0,2.0,Monday: 8:00 AM – 3:30 PM | Tuesday: 8:00 AM – 3:30 PM | Wednesday: 8:00 AM – 3:30 PM | Thursday: 8:00 AM – 3:30 PM | Friday: 8:00 AM – 3:30 PM | Saturday: 8:00 AM – 3:30 PM | Sunday: 8:30 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,8.0,2025-08-07 23:52:36,Unknown,Unknown,
Ilkafe,ChIJu6qa7eHasGoRExsWlhmnPrs,"33 Brighton Rd, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.9799533,138.5197711,0421 974 064,https://www.facebook.com/profile.php?id=100076213613079,https://www.google.com/maps/place/?q=place_id:ChIJu6qa7eHasGoRExsWlhmnPrs,4.2,119.0,,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 8:30 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, store",2024.0,9.0,2024-09-14 08:02:05,Unknown,Unknown,
Coffee Journey by Sugar Browning Coffee Roaster,ChIJQa52MmLEsGoRJGxZJ_Nachw,"640 Grange Rd, Henley Beach SA 5022, Australia",Henley Beach,5022,SA,-34.9076891,138.4930705,0490 857 276,,https://www.google.com/maps/place/?q=place_id:ChIJQa52MmLEsGoRJGxZJ_Nachw,4.2,212.0,2.0,,"cafe, establishment, food, point_of_interest, store",2023.0,1.0,2023-01-09 09:50:48,Unknown,Unknown,
milk + honey,ChIJI1vlXM6zsGoRqx8M1x2_oYE,"93 Wynn Vale Dr, Wynn Vale SA 5127, Australia",Wynn Vale,5127,SA,-34.7981436,138.6802178,0487 116 038,https://milkandhoneycafe.co/,https://www.google.com/maps/place/?q=place_id:ChIJI1vlXM6zsGoRqx8M1x2_oYE,4.4,183.0,2.0,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2023.0,11.0,2023-11-05 04:45:52,Unknown,Unknown,
